id,stopPlaceId,name,lat,lon,modes,stopType
NSR:Quay:30219,NSR:Quay:30219,Valbrottveien,59.75666,10.13682,bus,bus
NSR:Quay:30221,NSR:Quay:30221,Dalegårdsveien,59.75625,10.13323,bus,bus
NSR:Quay:30224,NSR:Quay:30224,Kjøsterud skole,59.75629,10.13008,bus,bus
NSR:Quay:30226,NSR:Quay:30226,Liejordet,59.75708,10.12397,bus,bus
NSR:Quay:30230,NSR:Quay:30230,Steinspranget,59.760838,10.118592,bus,bus
NSR:Quay:30232,NSR:Quay:30232,Brøttet,59.762554,10.1205,bus,bus
NSR:Quay:30233,NSR:Quay:30233,Turheisen,59.76187,10.12673,bus,bus
NSR:Quay:30246,NSR:Quay:30246,Roligheten,59.76131,10.13471,bus,bus
NSR:Quay:30241,NSR:Quay:30241,Bera nedre,59.76104,10.13811,bus,bus
NSR:Quay:30242,NSR:Quay:30242,Bera midtre,59.7631,10.134768,bus,bus
NSR:Quay:28890,NSR:Quay:28890,Vinnes,59.758571,10.104858,bus,bus
NSR:Quay:28887,NSR:Quay:28887,Elveveien,59.756664,10.107568,bus,bus
NSR:Quay:30169,NSR:Quay:30169,Vinkelveien,59.755078,10.110136,bus,bus
NSR:Quay:30165,NSR:Quay:30165,Traverveien,59.75413,10.11341,bus,bus
NSR:Quay:30163,NSR:Quay:30163,Fiolveien,59.75217,10.12296,bus,bus
NSR:Quay:30160,NSR:Quay:30160,Sølfast,59.751551,10.127093,bus,bus
NSR:Quay:30157,NSR:Quay:30157,Postterminalen,59.7535,10.1266,bus,bus
